Mãvậttư,Tên Vật Tư,Model,Đơn vị KD,Ngành hàng,Nhóm hàng,Tồn đầu (inventory)
SPH0397016800,"Lõi lọc ALKALINE, 2 đầu, thân mầu xanh cốm, nắp mầu xanh cốm nối nhanh(xuất cho SX)",SPH0397016800,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Đài loan,4753
SPH0397016800,"Lõi lọc ALKALINE, 2 đầu, thân mầu xanh cốm, nắp mầu xanh cốm nối nhanh(xuất cho SX)",SPH0397016800,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Đài loan,4754
SPH0397016800,"Lõi lọc ALKALINE, 2 đầu, thân mầu xanh cốm, nắp mầu xanh cốm nối nhanh(xuất cho SX)",SPH0397016800,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Đài loan,4755
SPH0397017400,"Lõi lọc ALKALINE, 2 đầu, thân mầu xanh cốm, nắp mầu xanh cốm nối nhanh(xuất bán)",SPH0397017400,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Đài loan,4756
SPH0397017400,"Lõi lọc ALKALINE, 2 đầu, thân mầu xanh cốm, nắp mầu xanh cốm nối nhanh(xuất bán)",SPH0397017400,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Đài loan,4757
SPH0397018100,"Lõi lọc MINERAL, 2 đầu, thân xanh lá cây, nắp xanh lá cây nối nhanh(xuất cho SX)",SPH0397018100,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Đài loan,4758
SPH0397018100,"Lõi lọc MINERAL, 2 đầu, thân xanh lá cây, nắp xanh lá cây nối nhanh(xuất cho SX)",SPH0397018100,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Đài loan,4759
SPH0397018100,"Lõi lọc MINERAL, 2 đầu, thân xanh lá cây, nắp xanh lá cây nối nhanh(xuất cho SX)",SPH0397018100,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Đài loan,4760
SPH0397018200,"Lõi lọc (5 IN 1), 2 đầu, thân xanh lá cây, nắp xanh lá cây nối nhanh(xuất cho SX)",SPH0397018200,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Đài loan,4761
SPH0397018200,"Lõi lọc (5 IN 1), 2 đầu, thân xanh lá cây, nắp xanh lá cây nối nhanh(xuất cho SX)",SPH0397018200,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Đài loan,4762
SPH0397018700,"Lõi lọc MINERAL, 2 đầu, thân xanh lá cây, nắp xanh lá cây nối nhanh(xuất bán)",SPH0397018700,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Đài loan,4763
SPH0397018700,"Lõi lọc MINERAL, 2 đầu, thân xanh lá cây, nắp xanh lá cây nối nhanh(xuất bán)",SPH0397018700,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Đài loan,4764
SPH0397020200,"Lõi Lọc FIR(Bóng Gốm), 2 đầu, thân mầu nâu đỏ, nắp mầu nâu đỏ nối nhanh(xuất cho SX)",SPH0397020200,DAN,Ngành hàng gia dụng,Nhóm linh kiện cây nước Đài loan,4765
SPH0397020200,"Lõi Lọc FIR(Bóng Gốm), 2 đầu, thân mầu nâu đỏ, nắp mầu nâu đỏ nối nhanh(xuất cho SX)",SPH0397020200,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Đài loan,4766
SPH0397020200,"Lõi Lọc FIR(Bóng Gốm), 2 đầu, thân mầu nâu đỏ, nắp mầu nâu đỏ nối nhanh(xuất cho SX)",SPH0397020200,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Đài loan,4767
SPH0397020300,"Lõi lọc ORP, 2 đầu, thân mầu nâu đỏ, nắp mầu nâu đỏ nối nhanh(xuất cho SX)",SPH0397020300,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Đài loan,4768
SPH0397020400,"Lõi lọc ALKALINE, 2 đầu, thân mầu nâu đỏ, nắp mầu nâu đỏ nối nhanh(xuất cho SX)",SPH0397020400,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Đài loan,4769
SPH0397020600,"Lõi lọc (5 IN 1), 2 đầu, thân mầu nâu đỏ, nắp mầu nâu đỏ nối nhanh(xuất cho SX)",SPH0397020600,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Đài loan,4770
SPH0397020800,"Lõi Lọc FIR(Bóng Gốm), 2 đầu, thân mầu nâu đỏ, nắp mầu nâu đỏ nối nhanh(xuất bán)",SPH0397020800,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Đài loan,4771
SPH0397021400,"Adaptor cơ DC-24V-1,2A (Made in Việt Nam), gia công Cos 4.8",SPH0397021400,HCM,Ngành hàng gia dụng,Nhóm linh kiện cây nước Đài loan,4772
SPH0397021400,"Adaptor cơ DC-24V-1,2A (Made in Việt Nam), gia công Cos 4.8",SPH0397021400,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Đài loan,4773
SPH0397021500,Túi Nilon trùm máy trụ tròn KG100HC 800x1200 mm,SPH0397021500,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Đài loan,4774
SPH0397023600,Tấm carton lót đế máy model KG100HC,SPH0397023600,VU1,Ngành hàng gia dụng,Nhóm linh kiện cây nước Đài loan,4775
SPH0401000100,"Mô tơ quạt HYB50, HYB54, KG206 (50W)",SPH0401000100,DAN,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4776
SPH0401000100,"Mô tơ quạt HYB50, HYB54, KG206 (50W)",SPH0401000100,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4777
SPH0401000100,"Mô tơ quạt HYB50, HYB54, KG206 (50W)",SPH0401000100,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4778
SPH0401000200,Mạch chính + mạch hiển thị HYB50,SPH0401000200,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4779
SPH0401000200,Mạch chính + mạch hiển thị HYB50,SPH0401000200,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4780
SPH0401000300,Mạch còi (mạch phun sương) HYB50+ HYB54+KG203+KG204+KG206 + KG56S + KG56B,SPH0401000300,DAN,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4781
SPH0401000300,Mạch còi (mạch phun sương) HYB50+ HYB54+KG203+KG204+KG206 + KG56S + KG56B,SPH0401000300,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4782
SPH0401000300,Mạch còi (mạch phun sương) HYB50+ HYB54+KG203+KG204+KG206 + KG56S + KG56B,SPH0401000300,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4783
SPH0401000400,Biến áp12V  HYB50+54,SPH0401000400,DAN,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4784
SPH0401000400,Biến áp12V  HYB50+54,SPH0401000400,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4785
SPH0401000500,Biến áp 36V HYB50+54,SPH0401000500,DAN,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4786
SPH0401000500,Biến áp 36V HYB50+54,SPH0401000500,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4787
SPH0401000500,Biến áp 36V HYB50+54,SPH0401000500,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4788
SPH0401000600,Cánh quạt HYB(50+51+52+53+54)+KG(206+55),SPH0401000600,DAN,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4789
SPH0401000600,Cánh quạt HYB(50+51+52+53+54)+KG(206+55),SPH0401000600,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4790
SPH0401000600,Cánh quạt HYB(50+51+52+53+54)+KG(206+55),SPH0401000600,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4791
SPH0401000700,Lồng quạt mặt trước HYB50+HYB51+HYB52+HYB53+HYB54,SPH0401000700,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4792
SPH0401000800,Lồng quạt mặt sau HYB50+HYB51+HYB52+HYB53+HYB54,SPH0401000800,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4793
SPH0401000900,Ống dẫn hơi nước loại dài HYB50+54,SPH0401000900,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4794
SPH0401000900,Ống dẫn hơi nước loại dài HYB50+54,SPH0401000900,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4795
SPH0401001000,Bánh xe quạt HYB50+HYB54,SPH0401001000,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4796
SPH0401001000,Bánh xe quạt HYB50+HYB54,SPH0401001000,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4797
SPH0401001100,Chân đế HYB50,SPH0401001100,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4798
SPH0401001100,Chân đế HYB50,SPH0401001100,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4799
SPH0401001200,Tấm diệt muỗi HYB50+54,SPH0401001200,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4800
SPH0401001300,Bầu chứa nước HYB50,SPH0401001300,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4801
SPH0401001300,Bầu chứa nước HYB50,SPH0401001300,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4802
SPH0401001600,Điều khiển HYB50,SPH0401001600,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4803
SPH0401001600,Điều khiển HYB50,SPH0401001600,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4804
SPH0401001800,Thân sau HYB50,SPH0401001800,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4805
SPH0401001800,Thân sau HYB50,SPH0401001800,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4806
SPH0401002000,Mô tơ túp năng quạt HYB50,SPH0401002000,DAN,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4807
SPH0401002000,Mô tơ túp năng quạt HYB50,SPH0401002000,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4808
SPH0401002000,Mô tơ túp năng quạt HYB50,SPH0401002000,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4809
SPH0401002100,Tụ quạt 1.2µ,SPH0401002100,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4810
SPH0401002100,Tụ quạt 1.2µ,SPH0401002100,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4811
SPH0401002200,Nắp mặt ốp lồng quạt  HYB50+54,SPH0401002200,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4812
SPH0401002200,Nắp mặt ốp lồng quạt  HYB50+54,SPH0401002200,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4813
SPH0401002300,Ốc hãm chân đế quạt HYB50-54,SPH0401002300,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4814
SPH0401002300,Ốc hãm chân đế quạt HYB50-54,SPH0401002300,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4815
SPH0401002500,Ốc hãm lồng quạt HYB50-54,SPH0401002500,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4816
SPH0401002500,Ốc hãm lồng quạt HYB50-54,SPH0401002500,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4817
SPH0401002600,Quạt thổi hơi nước HYB50 + HYB54 + KG206 + KG55 (quạt sủi),SPH0401002600,DAN,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4818
SPH0401002600,Quạt thổi hơi nước HYB50 + HYB54 + KG206 + KG55 (quạt sủi),SPH0401002600,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4819
SPH0401002600,Quạt thổi hơi nước HYB50 + HYB54 + KG206 + KG55 (quạt sủi),SPH0401002600,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4820
SPH0401002800,Cánh cửa HYB50,SPH0401002800,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4821
SPH0401002900,Âu chứa nước ( khay hứng) HYB50,SPH0401002900,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4822
SPH0401002900,Âu chứa nước ( khay hứng) HYB50,SPH0401002900,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4823
SPH0401003100,Cổ quạt HYB50 + HYB54 + KG206+KG55,SPH0401003100,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4824
SPH0401003100,Cổ quạt HYB50 + HYB54 + KG206+KG55,SPH0401003100,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4825
SPH0401003200,Lọ dung dịch rửa đĩa phun sương,SPH0401003200,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4826
SPH0401003600,Phễu phun sương HYB50,SPH0401003600,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4827
SPH0401003600,Phễu phun sương HYB50,SPH0401003600,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4828
SPH0401003700,Phễu phun sương HYB54,SPH0401003700,DAN,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4829
SPH0401003700,Phễu phun sương HYB54,SPH0401003700,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4830
SPH0401004100,Vành hãm lồng quạt HYB50,SPH0401004100,DAN,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4831
SPH0401004100,Vành hãm lồng quạt HYB50,SPH0401004100,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4832
SPH0401004100,Vành hãm lồng quạt HYB50,SPH0401004100,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4833
SPH0401004200,Ốc hãm thân quạt HYB50 đến 54,SPH0401004200,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4834
SPH0401005200,Ốc hãm cánh quạt HYB50 đến 54,SPH0401005200,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4835
SPH0401005200,Ốc hãm cánh quạt HYB50 đến 54,SPH0401005200,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4836
SPH0401005400,Đĩa phun sương lưỡng kim,SPH0401005400,DAN,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4837
SPH0401005400,Đĩa phun sương lưỡng kim,SPH0401005400,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4838
SPH0401005400,Đĩa phun sương lưỡng kim,SPH0401005400,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4839
SPH0401005500,Ống dẫn hơi nước loại ngắn HYB50+HYB54,SPH0401005500,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4840
SPH0401005500,Ống dẫn hơi nước loại ngắn HYB50+HYB54,SPH0401005500,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4841
SPH0401005600,Thân dưới cổ quạt HYB(50+54+206+KG56B),SPH0401005600,DAN,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4842
SPH0401005600,Thân dưới cổ quạt HYB(50+54+206+KG56B),SPH0401005600,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4843
SPH0401005600,Thân dưới cổ quạt HYB(50+54+206+KG56B),SPH0401005600,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4844
SPH0401005700,Thân trên cổ quạt HYB(50+54+206+KG56B),SPH0401005700,DAN,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4845
SPH0401005700,Thân trên cổ quạt HYB(50+54+206+KG56B),SPH0401005700,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4846
SPH0401005700,Thân trên cổ quạt HYB(50+54+206+KG56B),SPH0401005700,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4847
SPH0401005800,Transitor BU-406 ( Của mạch phun sương ),SPH0401005800,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4848
SPH0401005900,Đai lồng quạt loại to ( Quạt phun sương ),SPH0401005900,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4849
SPH0401007500,Trục và bạc của mô tơ quạt điện,SPH0401007500,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4850
SPH0401500100,Mạch chính quạt KG57S,SPH0401500100,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4851
SPH0401500100,Mạch chính quạt KG57S,SPH0401500100,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4852
SPH0401500300,Chân đế KG56B + KG56S + KG57S,SPH0401500300,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4853
SPH0401500300,Chân đế KG56B + KG56S + KG57S,SPH0401500300,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4854
SPH0401500400,Quạt thổi hơi nước (quạt sên) KG56B+KG56S+KG57S+KG205 + KG58S,SPH0401500400,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4855
SPH0401500400,Quạt thổi hơi nước (quạt sên) KG56B+KG56S+KG57S+KG205 + KG58S,SPH0401500400,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4856
SPH0401500500,Thân trước KG57S,SPH0401500500,DAN,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4857
SPH0401500500,Thân trước KG57S,SPH0401500500,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4858
SPH0401500500,Thân trước KG57S,SPH0401500500,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4859
SPH0401500600,Thân sau KG57S,SPH0401500600,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4860
SPH0401500600,Thân sau KG57S,SPH0401500600,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4861
SPH0402000100,"Mô tơ HYB51, 52, 53",SPH0402000100,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4862
SPH0402000100,"Mô tơ HYB51, 52, 53",SPH0402000100,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4863
SPH0402000200,Mạch chính + mạch hiển thị HYB51,SPH0402000200,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4864
SPH0402000200,Mạch chính + mạch hiển thị HYB51,SPH0402000200,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4865
SPH0402000300,Điều khiển HYB51,SPH0402000300,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4866
SPH0402000600,Thân sau HYB51,SPH0402000600,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4867
SPH0402001000,Thân cổ dưới  HYB53,SPH0402001000,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4868
SPH0402001000,Thân cổ dưới  HYB53,SPH0402001000,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4869
SPH0403000100,Mô tơ HYB52,SPH0403000100,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4870
SPH0403000200,Mạch hiển thị HYB52,SPH0403000200,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4871
SPH0403000300,Điều khiển HYB52,SPH0403000300,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4872
SPH0403001000,Cổ quạt HYB52 + HYB51,SPH0403001000,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4873
SPH0404000200,Mạch điều khiển HYB53,SPH0404000200,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4874
SPH0404000200,Mạch điều khiển HYB53,SPH0404000200,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4875
SPH0404000300,Điều khiển HYB53,SPH0404000300,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4876
SPH0404000400,Chân đế HYB53,SPH0404000400,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4877
SPH0405000300,Điều khiển HYB54 + KG58S,SPH0405000300,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4878
SPH0405000300,Điều khiển HYB54 + KG58S,SPH0405000300,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4879
SPH0405000400,"Chân đế ( Ruột đế) HYB54, KG208",SPH0405000400,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4880
SPH0405000800,"Thân sau HYB54, KG208",SPH0405000800,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4881
SPH0405000800,"Thân sau HYB54, KG208",SPH0405000800,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4882
SPH0405000900,Âu chứa nước (khay hứng) HYB54,SPH0405000900,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4883
SPH0405001000,Bầu chứa nước HYB54+KG206+KG203+KG204,SPH0405001000,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4884
SPH0405001000,Bầu chứa nước HYB54+KG206+KG203+KG204,SPH0405001000,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4885
SPH0405001500,Mạch chính + mạch hiển thị HYB54,SPH0405001500,DAN,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4886
SPH0405001500,Mạch chính + mạch hiển thị HYB54,SPH0405001500,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4887
SPH0405001500,Mạch chính + mạch hiển thị HYB54,SPH0405001500,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4888
SPH0405001800,Ốp mô tơ HYB54,SPH0405001800,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4889
SPH0407000600,Cánh quạt  KG203 + KG203S,SPH0407000600,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4890
SPH0407000600,Cánh quạt  KG203 + KG203S,SPH0407000600,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4891
SPH0407000800,Chân đế KG203 + KG203S,SPH0407000800,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4892
SPH0407001700,Mô tơ quạt KG203 + KG203S,SPH0407001700,DAN,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4893
SPH0407001700,Mô tơ quạt KG203 + KG203S,SPH0407001700,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4894
SPH0407001700,Mô tơ quạt KG203 + KG203S,SPH0407001700,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4895
SPH0407003400,Mạch chính KG203 + KG203S,SPH0407003400,DAN,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4896
SPH0407003400,Mạch chính KG203 + KG203S,SPH0407003400,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4897
SPH0408000200,Mạch điều khiển KG204,SPH0408000200,DAN,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4898
SPH0408000200,Mạch điều khiển KG204,SPH0408000200,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4899
SPH0409000500,Cánh quạt  KG205,SPH0409000500,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4900
SPH0409000900,Đèn sủi KG205,SPH0409000900,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4901
SPH0409001500,Mạch hiển thị KG205,SPH0409001500,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4902
SPH0410000100,Cánh quạt KG201+KG202A+KG202B,SPH0410000100,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4903
SPH0410000200,Mô tơ quạt KG201+202A+202B,SPH0410000200,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4904
SPH0412000100,Mạch chính KG206+KG55,SPH0412000100,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4905
SPH0412000100,Mạch chính KG206+KG55,SPH0412000100,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4906
SPH0412000600,Điều khiển quạt KG206,SPH0412000600,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4907
SPH0412000900,Mô tơ túp năng quạt KG206+KG55,SPH0412000900,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4908
SPH0412001000,"Mô tơ quạt KG50S, 56S, 58S (70W)",SPH0412001000,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4909
SPH0412001000,"Mô tơ quạt KG50S, 56S, 58S (70W)",SPH0412001000,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4910
SPH0412001200,Bóng đèn LED KG206,SPH0412001200,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4911
SPH0412001600,Điều khiển KG55,SPH0412001600,DAN,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4912
SPH0412001600,Điều khiển KG55,SPH0412001600,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4913
SPH0413000100,Ống dẫn hơi nước KG56S,SPH0413000100,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4914
SPH0413000100,Ống dẫn hơi nước KG56S,SPH0413000100,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4915
SPH0413001400,Thân trên cổ quạt HYB(51+52+53),SPH0413001400,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4916
SPH0413001400,Thân trên cổ quạt HYB(51+52+53),SPH0413001400,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4917
SPH0413001500,Ốp bầu quạt HYB50-54,SPH0413001500,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4918
SPH0413001500,Ốp bầu quạt HYB50-54,SPH0413001500,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4919
SPH0413001700,Ốp mô tơ quạt KG50 + KG50S,SPH0413001700,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4920
SPH0413001900,Dây nguồn KG50,SPH0413001900,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4921
SPH0414000200,"Ống dẫn hơi nước KG56B, KG57S",SPH0414000200,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4922
SPH0414000200,"Ống dẫn hơi nước KG56B, KG57S",SPH0414000200,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4923
SPH0415000100,Mô tơ quạt KG801,SPH0415000100,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4924
SPH0415000500,Ốc hãm cánh quạt KG801,SPH0415000500,DAN,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4925
SPH0415001000,Vỏ ốp mô tơ quạt KG801,SPH0415001000,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4926
SPH0417001100,Cánh quạt KG708,SPH0417001100,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4927
SPH0417001300,Mô tơ KG708,SPH0417001300,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4928
SPH0417001600,Cổ quạt KG708 + KG709,SPH0417001600,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4929
SPH0421000100,Điều khiển KG56S + KG56B + KG57S,SPH0421000100,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4930
SPH0421000100,Điều khiển KG56S + KG56B + KG57S,SPH0421000100,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4931
SPH0421000500,Bầu chứa nước KG56S + KG56B + KG57S,SPH0421000500,HCM,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4932
SPH0421000500,Bầu chứa nước KG56S + KG56B + KG57S,SPH0421000500,VU1,Ngành hàng gia dụng,Nhóm linh kiện quạt điện,4933
