Mãvậttư,Tên Vật Tư,Model,Đơn vị KD,Ngành hàng,Nhóm hàng,Tồn đầu (inventory)
KGE05002500,"Bình nước nóng trực tiếp ( Có bơm, màu hồng) KG-236PP",KG-236PP,DAN,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng trực tiếp,185
KGE05002500,"Bình nước nóng trực tiếp ( Có bơm, màu hồng) KG-236PP",KG-236PP,HCM,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng trực tiếp,186
KGE05002700,Bình nước nóng trực tiếp KG-235S,KG-235S,MYA,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng trực tiếp,187
KGE05002800,Bình nước nóng trực tiếp KG-236PS,KG-236PS,MYA,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng trực tiếp,188
KGE05002900,Bình nước nóng treo tường kháng khuẩn Kangaroo.(32L_SX)  KG660Y,KG660Y,DAN,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,189
KGE05002900,Bình nước nóng treo tường kháng khuẩn Kangaroo.(32L_SX)  KG660Y,KG660Y,MYA,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,190
KGE05002900,Bình nước nóng treo tường kháng khuẩn Kangaroo.(32L_SX)  KG660Y,KG660Y,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,191
KGE05003000,Bình nước nóng treo tường kháng khuẩn Kangaroo.(22L_SX) KG664Y,KG664Y,MYA,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,192
KGE05003000,Bình nước nóng treo tường kháng khuẩn Kangaroo.(22L_SX) KG664Y,KG664Y,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,193
KGE05003200,Bình nước nóng treo tường kháng khuẩn Kangaroo.(18L_SX) KG665Y,KG665Y,DAN,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,194
KGE05003200,Bình nước nóng treo tường kháng khuẩn Kangaroo.(18L_SX) KG665Y,KG665Y,MYA,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,195
KGE05003200,Bình nước nóng treo tường kháng khuẩn Kangaroo.(18L_SX) KG665Y,KG665Y,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,196
KGE05003201,KG665,KG665,MYA,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,197
KGE05003300,Bình nước nóng treo tường kháng khuẩn Kangaroo.(32L_SX)  (vỏ vàng xước) KG660H,KG660H,DAN,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,198
KGE05003400,Bình nước nóng treo tường kháng khuẩn Kangaroo.(22L_SX)  (vỏ vàng xước) KG664H,KG664H,DAN,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,199
KGE05003400,Bình nước nóng treo tường kháng khuẩn Kangaroo.(22L_SX)  (vỏ vàng xước) KG664H,KG664H,MYA,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,200
KGE05003400,Bình nước nóng treo tường kháng khuẩn Kangaroo.(22L_SX)  (vỏ vàng xước) KG664H,KG664H,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,201
KGE05004100,Bình nước nóng treo tường kháng khuẩn Kangaroo (22L_SX) KG68,KG68,DAN,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,202
KGE05004100,Bình nước nóng treo tường kháng khuẩn Kangaroo (22L_SX) KG68,KG68,MYA,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,203
KGE05004100,Bình nước nóng treo tường kháng khuẩn Kangaroo (22L_SX) KG68,KG68,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,204
KGE05004400,Bình nước nóng treo tường kháng khuẩn Kangaroo (30L_SX) KG818,KG818,HCM,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,205
KGE05004400,Bình nước nóng treo tường kháng khuẩn Kangaroo (30L_SX) KG818,KG818,MYA,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,206
KGE05004400,Bình nước nóng treo tường kháng khuẩn Kangaroo (30L_SX) KG818,KG818,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,207
KGE05004500,Bình nước nóng treo tường kháng khuẩn Kangaroo (30L_SX) KG818N,KG818N,HCM,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,208
KGE05004500,Bình nước nóng treo tường kháng khuẩn Kangaroo (30L_SX) KG818N,KG818N,MYA,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,209
KGE05004500,Bình nước nóng treo tường kháng khuẩn Kangaroo (30L_SX) KG818N,KG818N,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,210
KGE05004600,Bình nước nóng treo tường kháng khuẩn Kangaroo (15L_SX) KG816,KG816,DAN,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,211
KGE05004600,Bình nước nóng treo tường kháng khuẩn Kangaroo (15L_SX) KG816,KG816,MYA,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,212
KGE05004600,Bình nước nóng treo tường kháng khuẩn Kangaroo (15L_SX) KG816,KG816,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,213
KGE05004800,Bình nước nóng treo tường kháng khuẩn Kangaroo (15L_SX) KG816N,KG816N,MYA,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,214
KGE05004800,Bình nước nóng treo tường kháng khuẩn Kangaroo (15L_SX) KG816N,KG816N,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,215
KGE05005200,Bình nước nóng treo tường kháng khuẩn Kangaroo (22L_SX) KG69A2,KG69A2,DAN,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,216
KGE05005200,Bình nước nóng treo tường kháng khuẩn Kangaroo (22L_SX) KG69A2,KG69A2,MYA,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,217
KGE05005200,Bình nước nóng treo tường kháng khuẩn Kangaroo (22L_SX) KG69A2,KG69A2,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,218
KGE05005300,Bình nước nóng treo tường kháng khuẩn Kangaroo (22L_SX) KG69A2N,KG69A2N,DAN,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,219
KGE05005300,Bình nước nóng treo tường kháng khuẩn Kangaroo (22L_SX) KG69A2N,KG69A2N,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,220
KGE05005400,Bình nước nóng treo tường kháng khuẩn Kangaroo (30L_SX) KG69A3,KG69A3,DAN,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,221
KGE05005400,Bình nước nóng treo tường kháng khuẩn Kangaroo (30L_SX) KG69A3,KG69A3,MYA,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,222
KGE05005400,Bình nước nóng treo tường kháng khuẩn Kangaroo (30L_SX) KG69A3,KG69A3,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,223
KGE05005500,Bình nước nóng treo tường kháng khuẩn Kangaroo (30L_SX) KG69A3N,KG69A3N,DAN,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,224
KGE05005500,Bình nước nóng treo tường kháng khuẩn Kangaroo (30L_SX) KG69A3N,KG69A3N,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,225
KGE05005600,Bình nước nóng treo tường kháng khuẩn Kangaroo (22L-SX) KG68A2,KG68A2,DAN,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,226
KGE05005600,Bình nước nóng treo tường kháng khuẩn Kangaroo (22L-SX) KG68A2,KG68A2,MYA,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,227
KGE05005600,Bình nước nóng treo tường kháng khuẩn Kangaroo (22L-SX) KG68A2,KG68A2,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,228
KGE05005700,Bình nước nóng treo tường kháng khuẩn Kangaroo (22L-SX) KG68IOT,KG68IOT,DAN,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,229
KGE05005700,Bình nước nóng treo tường kháng khuẩn Kangaroo (22L-SX) KG68IOT,KG68IOT,MYA,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,230
KGE05005700,Bình nước nóng treo tường kháng khuẩn Kangaroo (22L-SX) KG68IOT,KG68IOT,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,231
KGE05005800,Bình nước nóng treo tường kháng khuẩn Kangaroo (30L_SX) KG518,KG518,MYA,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,232
KGE05005800,Bình nước nóng treo tường kháng khuẩn Kangaroo (30L_SX) KG518,KG518,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,233
KGE05005900,Bình nước nóng treo tường kháng khuẩn Kangaroo (30L_SX) KG518N,KG518N,DAN,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,234
KGE05005900,Bình nước nóng treo tường kháng khuẩn Kangaroo (30L_SX) KG518N,KG518N,MYA,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,235
KGE05005900,Bình nước nóng treo tường kháng khuẩn Kangaroo (30L_SX) KG518N,KG518N,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,236
KGE05006000,Bình nước nóng treo tường kháng khuẩn Kangaroo (15L_SX) KG516,KG516,DAN,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,237
KGE05006000,Bình nước nóng treo tường kháng khuẩn Kangaroo (15L_SX) KG516,KG516,MYA,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,238
KGE05006000,Bình nước nóng treo tường kháng khuẩn Kangaroo (15L_SX) KG516,KG516,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,239
KGE05006100,Bình nước nóng treo tường kháng khuẩn Kangaroo (15L_SX) KG516N,KG516N,DAN,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,240
KGE05006100,Bình nước nóng treo tường kháng khuẩn Kangaroo (15L_SX) KG516N,KG516N,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,241
KGE05006300,Bình nước nóng treo tường kháng khuẩn Kangaroo (30L_SX) KG68A3,KG68A3,MYA,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,242
KGE05006300,Bình nước nóng treo tường kháng khuẩn Kangaroo (30L_SX) KG68A3,KG68A3,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,243
KGE05006301,Bình nước nóng treo tường kháng khuẩn Kangaroo (30L_SX) KG68A3VIP,KG68A3VIP,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,244
KGE05007700,"Bình nước nóng treo tường kháng khuẩn Kangaroo, trực tiếp, ống thạch anh (Có bơm) KG588WP",KG588WP,DAN,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng trực tiếp,245
KGE05007700,"Bình nước nóng treo tường kháng khuẩn Kangaroo, trực tiếp, ống thạch anh (Có bơm) KG588WP",KG588WP,HCM,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng trực tiếp,246
KGE05007700,"Bình nước nóng treo tường kháng khuẩn Kangaroo, trực tiếp, ống thạch anh (Có bơm) KG588WP",KG588WP,MYA,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng trực tiếp,247
KGE05007700,"Bình nước nóng treo tường kháng khuẩn Kangaroo, trực tiếp, ống thạch anh (Có bơm) KG588WP",KG588WP,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng trực tiếp,248
KGE05007800,"Bình nước nóng treo tường kháng khuẩn Kangaroo, trực tiếp,  ống thạch anh (Không bơm) KG588W",KG588W,DAN,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng trực tiếp,249
KGE05007800,"Bình nước nóng treo tường kháng khuẩn Kangaroo, trực tiếp,  ống thạch anh (Không bơm) KG588W",KG588W,HCM,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng trực tiếp,250
KGE05007800,"Bình nước nóng treo tường kháng khuẩn Kangaroo, trực tiếp,  ống thạch anh (Không bơm) KG588W",KG588W,MYA,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng trực tiếp,251
KGE05007800,"Bình nước nóng treo tường kháng khuẩn Kangaroo, trực tiếp,  ống thạch anh (Không bơm) KG588W",KG588W,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng trực tiếp,252
KGE05007900,Bình nước nóng treo tường kháng khuẩn Kangaroo (22L_SX) KG70A2,KG70A2,DAN,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,253
KGE05007900,Bình nước nóng treo tường kháng khuẩn Kangaroo (22L_SX) KG70A2,KG70A2,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,254
KGE05008000,Bình nước nóng treo tường kháng khuẩn Kangaroo (30L_SX) KG70A3,KG70A3,DAN,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,255
KGE05008000,Bình nước nóng treo tường kháng khuẩn Kangaroo (30L_SX) KG70A3,KG70A3,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,256
KGE05008100,Bình nước nóng treo tường kháng khuẩn Kangaroo (22L_SX) KG72A2,KG72A2,DAN,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,257
KGE05008100,Bình nước nóng treo tường kháng khuẩn Kangaroo (22L_SX) KG72A2,KG72A2,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,258
KGE05008200,Bình nước nóng treo tường kháng khuẩn Kangaroo (30L_SX) KG72A3,KG72A3,DAN,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,259
KGE05008200,Bình nước nóng treo tường kháng khuẩn Kangaroo (30L_SX) KG72A3,KG72A3,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,260
KGE05008500,Bình nước nóng treo tường kháng khuẩn Kangaroo (50L) KG61B50,KG61B50,DAN,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,261
KGE05008500,Bình nước nóng treo tường kháng khuẩn Kangaroo (50L) KG61B50,KG61B50,MYA,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,262
KGE05008500,Bình nước nóng treo tường kháng khuẩn Kangaroo (50L) KG61B50,KG61B50,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,263
KGE05008600,Bình nước nóng treo tường Kangaroo (15L_SX) KG15EI,KG15EI,IND,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,264
KGE05008600,Bình nước nóng treo tường Kangaroo (15L_SX) KG15EI,KG15EI,VU1,Ngành hàng vật liệu xây dựng,Nhóm bình nước nóng gián tiếp,265
KGE05T04600,"Kangaroo Antibacterial Electric Water Heater 15L 2500W , Gold KG816",KG816,MYA,Ngành hàng vật liệu xây dựng,#N/A,266
KGE07000100,Đèn sưởi nhà tắm Model KG247 (2 bóng),KG247,DAN,Ngành hàng gia dụng,Nhóm đèn sưởi,267
KGE07000100,Đèn sưởi nhà tắm Model KG247 (2 bóng),KG247,HCM,Ngành hàng gia dụng,Nhóm đèn sưởi,268
KGE07000100,Đèn sưởi nhà tắm Model KG247 (2 bóng),KG247,VU1,Ngành hàng gia dụng,Nhóm đèn sưởi,269
KGE07000200,Đèn sưởi nhà tắm Model KG250 (3 bóng),KG250,DAN,Ngành hàng gia dụng,Nhóm đèn sưởi,270
KGE07000200,Đèn sưởi nhà tắm Model KG250 (3 bóng),KG250,HCM,Ngành hàng gia dụng,Nhóm đèn sưởi,271
KGE07000200,Đèn sưởi nhà tắm Model KG250 (3 bóng),KG250,VU1,Ngành hàng gia dụng,Nhóm đèn sưởi,272
KGE07000300,Đèn sưởi nhà tắm Model KG251 (3 bóng),KG251,VU1,Ngành hàng gia dụng,Nhóm đèn sưởi,273
KGE07000400,Đèn sưởi nhà tắm Model KG253 (4 bóng),KG253,VU1,Ngành hàng gia dụng,Nhóm đèn sưởi,274
KGE07000700,"Đèn sưởi nhà tắm Model KG252A (2 bóng vàng, 1 bóng đỏ)",KG252A,VU1,Ngành hàng gia dụng,Nhóm đèn sưởi,275
KGE07000900,Đèn sưởi nhà tắm KG248 (2 bóng),KG248,DAN,Ngành hàng gia dụng,Nhóm đèn sưởi,276
KGE07000900,Đèn sưởi nhà tắm KG248 (2 bóng),KG248,VU1,Ngành hàng gia dụng,Nhóm đèn sưởi,277
KGE07001400,Đèn sưởi Halogen model KG1010C,KG1010C,HCM,Ngành hàng gia dụng,Nhóm đèn sưởi,278
KGE07001400,Đèn sưởi Halogen model KG1010C,KG1010C,VU1,Ngành hàng gia dụng,Nhóm đèn sưởi,279
KGE07001500,Đèn sưởi Halogen model KG1011C,KG1011C,VU1,Ngành hàng gia dụng,Nhóm đèn sưởi,280
KGE07001600,Đèn sưởi Halogen model KG1012C,KG1012C,DAN,Ngành hàng gia dụng,Nhóm đèn sưởi,281
KGE07001600,Đèn sưởi Halogen model KG1012C,KG1012C,HCM,Ngành hàng gia dụng,Nhóm đèn sưởi,282
KGE07001600,Đèn sưởi Halogen model KG1012C,KG1012C,VU1,Ngành hàng gia dụng,Nhóm đèn sưởi,283
KGE07001700,Đèn sưởi nhà tắm 2 bóng vàng 550w model KG247N,KG247N,VU1,Ngành hàng gia dụng,Nhóm đèn sưởi,284
KGE07001900,Quạt sưởi model KG1013,KG1013,VU1,Ngành hàng gia dụng,Nhóm đèn sưởi,285
KGE07002000,Quạt sưởi model KG1014,KG1014,VU1,Ngành hàng gia dụng,Nhóm đèn sưởi,286
KGE07002100,Quạt sưởi model KG1015,KG1015,DAN,Ngành hàng gia dụng,Nhóm đèn sưởi,287
KGE07002100,Quạt sưởi model KG1015,KG1015,VU1,Ngành hàng gia dụng,Nhóm đèn sưởi,288
KGE07002200,Đèn sưởi Halogen model KG1016C,KG1016C,DAN,Ngành hàng gia dụng,Nhóm đèn sưởi,289
KGE07002200,Đèn sưởi Halogen model KG1016C,KG1016C,HCM,Ngành hàng gia dụng,Nhóm đèn sưởi,290
KGE07002200,Đèn sưởi Halogen model KG1016C,KG1016C,VU1,Ngành hàng gia dụng,Nhóm đèn sưởi,291
KGE07002300,Đèn sưởi Halogen model KG1018C,KG1018C,VU1,Ngành hàng gia dụng,Nhóm đèn sưởi,292
KGE07002400,Đèn sưởi nhà tắm (2 bóng) model KG256,KG256,HCM,Ngành hàng gia dụng,Nhóm đèn sưởi,293
KGE07002400,Đèn sưởi nhà tắm (2 bóng) model KG256,KG256,VU1,Ngành hàng gia dụng,Nhóm đèn sưởi,294
KGE07002500,Máy sưởi carbon model KG1026C,KG1026C,VU1,Ngành hàng gia dụng,Nhóm đèn sưởi,295
KGE07002600,Máy sưởi carbon model KG1028C,KG1028C,DAN,Ngành hàng gia dụng,Nhóm đèn sưởi,296
KGE07002600,Máy sưởi carbon model KG1028C,KG1028C,VU1,Ngành hàng gia dụng,Nhóm đèn sưởi,297
KGE07002700,Máy sưởi Ceramic model KGCR01,KGCR01,DAN,Ngành hàng gia dụng,Nhóm đèn sưởi,298
KGE07002700,Máy sưởi Ceramic model KGCR01,KGCR01,VU1,Ngành hàng gia dụng,Nhóm đèn sưởi,299
KGE07002800,Đèn sưởi Ceramic KG1036C,KG1036C,DAN,Ngành hàng gia dụng,Nhóm đèn sưởi,300
KGE07002800,Đèn sưởi Ceramic KG1036C,KG1036C,HCM,Ngành hàng gia dụng,Nhóm đèn sưởi,301
KGE07002800,Đèn sưởi Ceramic KG1036C,KG1036C,VU1,Ngành hàng gia dụng,Nhóm đèn sưởi,302
KGE07002900,Đèn sưởi nhà tắm 3 bóng model KG3BH01,KG3BH01,DAN,Ngành hàng gia dụng,Nhóm đèn sưởi,303
KGE07002900,Đèn sưởi nhà tắm 3 bóng model KG3BH01,KG3BH01,HCM,Ngành hàng gia dụng,Nhóm đèn sưởi,304
KGE07002900,Đèn sưởi nhà tắm 3 bóng model KG3BH01,KG3BH01,VU1,Ngành hàng gia dụng,Nhóm đèn sưởi,305
KGE07003000,Đèn sưởi nhà tắm 2 bóng model KG247V,KG247V,DAN,Ngành hàng gia dụng,Nhóm đèn sưởi,306
KGE07003000,Đèn sưởi nhà tắm 2 bóng model KG247V,KG247V,HCM,Ngành hàng gia dụng,Nhóm đèn sưởi,307
KGE07003000,Đèn sưởi nhà tắm 2 bóng model KG247V,KG247V,VU1,Ngành hàng gia dụng,Nhóm đèn sưởi,308
KGE18000100,Máy NNNL mặt trời AK58/12,AK58/12,VU1,Ngành hàng vật liệu xây dựng,Nhóm máy nước nóng năng lượng mặt trời,309
KGE18000500,Máy NNNL mặt trời AS58/14,AS58/14,DAN,Ngành hàng vật liệu xây dựng,Nhóm máy nước nóng năng lượng mặt trời,310
KGE18000700,Máy NNNL mặt trời AS58/18,AS58/18,DAN,Ngành hàng vật liệu xây dựng,Nhóm máy nước nóng năng lượng mặt trời,311
KGE18001100,Máy NNNL mặt trời  SK58/30,SK58/30,HCM,Ngành hàng vật liệu xây dựng,Nhóm máy nước nóng năng lượng mặt trời,312
KGE18001600,Máy NNNL mặt trời AK58/20,AK58/20,HCM,Ngành hàng vật liệu xây dựng,Nhóm máy nước nóng năng lượng mặt trời,313
KGE18003900,Máy NNNL mặt trời 14 ống DI1414,DI1414,DAN,Ngành hàng vật liệu xây dựng,Nhóm máy nước nóng năng lượng mặt trời,314
KGE18003900,Máy NNNL mặt trời 14 ống DI1414,DI1414,HCM,Ngành hàng vật liệu xây dựng,Nhóm máy nước nóng năng lượng mặt trời,315
KGE18003900,Máy NNNL mặt trời 14 ống DI1414,DI1414,VU1,Ngành hàng vật liệu xây dựng,Nhóm máy nước nóng năng lượng mặt trời,316
KGE18003902,Máy NNNL mặt trời (14 ống dầu) DI1414OD,DI1414OD,VU1,Ngành hàng vật liệu xây dựng,Nhóm máy nước nóng năng lượng mặt trời,317
KGE18004000,Máy NNNL mặt trời 16 ống DI1616,DI1616,DAN,Ngành hàng vật liệu xây dựng,Nhóm máy nước nóng năng lượng mặt trời,318
KGE18004000,Máy NNNL mặt trời 16 ống DI1616,DI1616,HCM,Ngành hàng vật liệu xây dựng,Nhóm máy nước nóng năng lượng mặt trời,319
KGE18004100,Máy NNNL mặt trời 18 ống DI1818,DI1818,DAN,Ngành hàng vật liệu xây dựng,Nhóm máy nước nóng năng lượng mặt trời,320
